feature_p1,feature_p2,feature_p3,feature_s1,feature_s2,feature_s3,vibration,vertical_acceleration_mps2,acoustic_db,timestamp,lift_identifier,failure_type
1609,27.6,108.0,300.7,310.6,5252.045841,27.408002308158085,1.5516235058130665,90.91280030971026,2025-09-23 00:08:26.782208,WP PMA 80467,door close delay
1757,29.1,71.0,298.0,308.8,5357.508025,4.775862364342145,0.013714628286372344,55.0522859969737,2025-09-23 00:33:15.782208,WP PMA 80466,No failure
1325,61.4,88.0,300.9,311.1,5518.558369,1.245981952681988,0.018742550655209425,63.19485480162335,2025-09-23 00:38:52.782208,WP PMA 80271,No failure
1451,53.6,194.0,302.5,310.4,5466.679969,36.78689161924535,0.6298700216043418,95.66295953662588,2025-09-23 00:40:07.782208,WP PMA 80467,Random failure
1473,42.6,107.0,298.0,308.3,5461.801216,4.513002429965265,0.07481962347503364,58.00763389514157,2025-09-23 00:51:48.782208,WP PMA 80466,No failure
1477,35.6,101.0,298.4,309.6,5257.265049,1.4954599901723424,0.1620841867369313,60.00402226493227,2025-09-23 00:54:21.782208,WP PMA 80271,No failure
1320,57.9,168.0,300.4,311.8,5247.263844,0.7367281574724655,0.15669627447994328,62.133837818765784,2025-09-23 01:01:39.782208,WP PMA 80467,No failure
1503,37.0,152.0,303.0,311.2,5278.603716,1.7616498859979641,0.029108633536792647,57.02651013806037,2025-09-23 01:02:11.782208,WP PMA 80466,No failure
1534,33.7,47.0,298.1,310.0,5446.44,36.52876351172468,0.8635648460473964,87.49703042419631,2025-09-23 01:07:45.782208,WP PMA 80467,door close delay
1894,21.9,188.0,300.9,310.5,5516.775625,0.4041138915403979,0.03766259953984283,55.50809509130629,2025-09-23 01:09:39.782208,WP PMA 80466,No failure
1442,48.3,52.0,303.8,312.9,5483.550601,3.9720632354204928,0.09329614606484796,58.66035889368476,2025-09-23 01:23:48.782208,WP PMA 80271,No failure
1397,48.0,135.0,301.0,309.6,5320.973025,2.090625976537997,0.11528380834107807,58.882308391245616,2025-09-23 01:26:42.782208,WP PMA 80466,No failure
1509,39.9,25.0,302.0,311.3,5303.043684,27.239929425481904,1.4595475697774438,80.04445211653625,2025-09-23 01:27:43.782208,WP PMA 80271,door open delay
1677,29.2,49.0,302.5,311.5,5290.671169,2.407235698302821,0.0572664548272386,58.5487578357018,2025-09-23 01:50:09.782208,WP PMA 80467,No failure
1323,51.1,130.0,297.4,308.7,5479.700625,42.30312527421579,0.671909255936029,90.0225145439153,2025-09-23 01:53:39.782208,WP PMA 80466,signal delay
1511,42.9,26.0,301.0,311.2,5507.717796,1.2015590546961612,0.06175428010329635,61.89452828861769,2025-09-23 02:00:23.782208,WP PMA 80271,No failure
1328,49.9,206.0,299.9,310.4,5248.857601,0.6528257479094541,0.02450999891049195,55.48305841322865,2025-09-23 02:05:10.782208,WP PMA 80271,No failure
1544,36.9,87.0,303.5,312.9,5492.884996,3.747597695856966,0.12574487137993187,57.227300186881905,2025-09-23 02:11:15.782208,WP PMA 80271,No failure
1509,46.6,125.0,300.3,309.9,5514.5476,20.02023079033625,0.7215698637292967,88.48214630717786,2025-09-23 02:11:46.782208,WP PMA 80466,door close delay
1583,35.7,116.0,298.8,310.2,5352.3856,37.92661578444592,0.6317103864251624,92.65824473217468,2025-09-23 02:32:54.782208,WP PMA 80271,door open delay
1341,49.2,208.0,297.8,309.7,5447.768481,46.183917584260286,1.0201454764390876,92.46166290911955,2025-09-23 02:37:27.782208,WP PMA 80271,signal delay
1280,59.3,163.0,299.9,309.6,5396.665444,4.962251325516471,0.07184040300324564,59.09046818809753,2025-09-23 02:48:20.782208,WP PMA 80467,No failure
1549,48.3,105.0,296.8,307.4,5273.373924,0.5841704550259439,0.07904434128751278,60.95371278488366,2025-09-23 02:48:24.782208,WP PMA 80467,No failure
1573,37.9,33.0,297.8,307.8,5359.996944,4.324958215101649,0.15649504796958943,58.47584821858648,2025-09-23 02:50:21.782208,WP PMA 80271,No failure
1392,46.4,174.0,297.4,308.7,5479.404529,49.82094774461507,1.7275260349496973,82.29807714007318,2025-09-23 02:57:35.782208,WP PMA 80271,signal delay
1409,53.3,52.0,302.6,310.4,5279.911569,2.1400277636293197,0.1257753593965637,60.225622463306294,2025-09-23 03:40:50.782208,WP PMA 80271,No failure
1399,49.2,111.0,303.1,311.2,5468.454601,4.366707227314055,0.10917639543992251,60.82787497760204,2025-09-23 03:44:30.782208,WP PMA 80466,No failure
1463,43.5,156.0,299.8,310.8,5499.557281,4.524576832432606,0.09288499373259736,56.360627239409624,2025-09-23 03:57:51.782208,WP PMA 80467,No failure
1441,44.6,96.0,300.4,311.5,5496.146496,2.9254277594257907,0.13989254354986325,55.92205720948711,2025-09-23 04:04:36.782208,WP PMA 80466,No failure
1915,22.3,116.0,303.6,312.3,5275.843225,30.152304086590867,1.3571095834850015,96.856841139973,2025-09-23 04:04:46.782208,WP PMA 80466,door close delay
1438,42.9,101.0,298.0,309.2,5477.4801,4.68619022018542,0.013868251168137285,64.46732809999057,2025-09-23 04:06:10.782208,WP PMA 80466,No failure
1291,58.6,29.0,296.3,307.2,5340.540241,2.0472153742227692,0.18427192139947096,61.760598531222904,2025-09-23 04:19:20.782208,WP PMA 80467,No failure
1594,32.4,204.0,301.7,310.8,5303.626276,37.38423566578929,1.3463625335459448,86.49307795768311,2025-09-23 04:44:53.782208,WP PMA 80271,Random failure
1530,42.3,21.0,302.3,311.5,5507.866225,30.450301760589426,1.1058661088010444,87.95387877662486,2025-09-23 04:57:02.782208,WP PMA 80271,signal delay
1476,47.8,223.0,299.5,309.1,5372.303616,2.4804758027256852,0.13328958392180884,63.6945789190738,2025-09-23 05:06:01.782208,WP PMA 80467,No failure
1459,46.9,85.0,297.9,307.8,5371.4241,2.4934795536484526,0.1435036103762892,61.14972961974364,2025-09-23 05:09:39.782208,WP PMA 80466,No failure
1383,48.7,147.0,295.6,306.1,5432.574436,42.06220479764772,0.8198605991308731,86.20096073009861,2025-09-23 05:10:59.782208,WP PMA 80466,door close delay
1547,44.8,36.0,298.6,309.5,5482.810116,3.359465481237802,0.1445497031578237,59.143640734001295,2025-09-23 05:28:26.782208,WP PMA 80467,No failure
1512,44.9,86.0,301.0,310.4,5260.310784,39.36836299538538,1.6935308256837749,96.5270926355088,2025-09-23 05:30:21.782208,WP PMA 80466,door open delay
1550,34.9,111.0,301.0,312.3,5241.76,40.43445593905051,1.6685544741278708,90.85306688363391,2025-09-23 05:35:46.782208,WP PMA 80271,door open delay
1672,30.5,177.0,299.5,308.6,5381.396164,2.8341944251472238,0.17665931425760323,55.94205934783293,2025-09-23 05:37:47.782208,WP PMA 80467,No failure
1451,53.6,194.0,302.5,310.4,5466.679969,36.78689161924535,0.6298700216043418,95.66295953662588,2025-09-23 05:47:39.782208,WP PMA 80271,Random failure
1332,53.9,7.0,296.9,308.0,5332.212484,32.981098147326,0.9389940584593492,90.26690819060457,2025-09-23 05:51:35.782208,WP PMA 80466,signal delay
1661,29.5,162.0,298.8,309.0,5473.0404,3.0516356252221253,0.022637235966517205,59.20638028593408,2025-09-23 05:54:24.782208,WP PMA 80466,No failure
1520,42.8,148.0,302.6,311.0,5456.333689,4.86119715834539,0.03441484714671787,60.7275841415898,2025-09-23 06:07:04.782208,WP PMA 80467,No failure
1444,46.7,194.0,296.2,307.1,5427.710929,4.628019030375987,0.16628331399788188,60.687792140334885,2025-09-23 06:08:55.782208,WP PMA 80466,No failure
1588,41.3,0.0,299.6,309.1,5372.157025,26.46854447660091,1.4917981431887635,95.72411595126835,2025-09-23 06:22:53.782208,WP PMA 80271,Random failure
1622,37.2,103.0,297.5,308.3,5457.958884,47.56231038168288,0.695912273194448,80.02490348311116,2025-09-23 06:26:22.782208,WP PMA 80467,Random failure
1665,29.6,20.0,298.1,308.5,5469.637849,37.238730558246914,1.0025553265776534,99.00835330996256,2025-09-23 06:29:08.782208,WP PMA 80466,Random failure
1411,45.8,157.0,298.2,309.1,5300.859249,2.9306689253744005,0.14809273047876093,61.450554365972316,2025-09-23 06:35:09.782208,WP PMA 80467,No failure
1534,33.7,47.0,298.1,310.0,5446.44,36.52876351172468,0.8635648460473964,87.49703042419631,2025-09-23 06:37:03.782208,WP PMA 80466,door close delay
1557,31.6,52.0,300.8,310.9,5520.044209,23.535299894024025,1.8677102114598112,91.6199465983229,2025-09-23 06:47:58.782208,WP PMA 80466,door open delay
1511,37.2,129.0,299.3,309.2,5393.286721,4.982644007925618,0.15312244902886102,62.93768920921523,2025-09-23 06:52:23.782208,WP PMA 80467,No failure
1479,39.2,151.0,297.0,307.9,5344.633449,37.76349785678516,1.8037052538950937,99.3437260437338,2025-09-23 07:00:41.782208,WP PMA 80466,door open delay
1341,43.8,171.0,298.2,309.0,5356.044225,4.013365917145206,0.08960893730473024,58.47645642181989,2025-09-23 07:03:52.782208,WP PMA 80466,No failure
1482,39.3,187.0,297.2,308.5,5347.850641,2.4762398153295746,0.11222708162664524,62.830588820122344,2025-09-23 07:14:15.782208,WP PMA 80466,No failure
1440,39.1,188.0,299.2,308.8,5364.830025,28.70156658921013,1.8130553264197087,85.95014107372285,2025-09-23 07:22:32.782208,WP PMA 80467,Random failure
1489,40.6,89.0,298.2,309.0,5259.875625,26.47058142682505,1.4778885915777045,89.33932847526452,2025-09-23 07:27:19.782208,WP PMA 80271,door open delay
1309,43.3,68.0,301.8,310.7,5430.068721,22.956864858730775,1.8043351812228186,97.79950059938305,2025-09-23 07:29:01.782208,WP PMA 80271,door open delay
1557,31.6,52.0,300.8,310.9,5520.044209,23.535299894024025,1.8677102114598112,91.6199465983229,2025-09-23 07:31:13.782208,WP PMA 80466,door open delay
1513,38.0,38.0,300.9,311.9,5491.254609,45.398608991025895,1.6628507955465734,97.30340726359175,2025-09-23 07:51:36.782208,WP PMA 80271,door open delay
1393,55.9,79.0,298.0,309.0,5281.074241,38.304028882010535,1.803235441130456,87.01367158265482,2025-09-23 07:54:51.782208,WP PMA 80271,door open delay
1509,39.9,25.0,302.0,311.3,5303.043684,27.239929425481904,1.4595475697774438,80.04445211653625,2025-09-23 07:59:56.782208,WP PMA 80271,door open delay
1568,33.7,175.0,297.4,309.0,5452.493281,30.817869178878684,1.1978453154513014,94.86165932455624,2025-09-23 08:01:54.782208,WP PMA 80466,door close delay
1623,29.9,24.0,298.0,307.8,5370.544656,4.527392436325449,0.07064608441617216,62.08000488447692,2025-09-23 08:02:45.782208,WP PMA 80467,No failure
1548,34.1,93.0,301.8,310.5,5305.6656,1.9249184411337843,0.10869100681643593,62.094578753063644,2025-09-23 08:06:29.782208,WP PMA 80466,No failure
1614,30.7,106.0,298.0,308.7,5260.020676,0.19206493049523726,0.17274575098632158,60.29583097906689,2025-09-23 08:12:35.782208,WP PMA 80467,No failure
2028,18.9,45.0,304.1,313.2,5489.179921,3.0404917732003702,0.18713854405981054,56.025635531149085,2025-09-23 08:20:59.782208,WP PMA 80271,No failure
1424,45.5,2.0,297.8,309.1,5443.340841,0.3125305848046045,0.16194104464701745,61.6512260778796,2025-09-23 08:28:54.782208,WP PMA 80467,No failure
1534,33.7,47.0,298.1,310.0,5446.44,36.52876351172468,0.8635648460473964,87.49703042419631,2025-09-23 08:52:00.782208,WP PMA 80467,door close delay
1951,21.3,44.0,301.2,310.7,5254.945081,3.7195475809398952,0.08368439526575447,59.840814014305046,2025-09-23 08:55:58.782208,WP PMA 80271,No failure
1432,44.7,192.0,300.4,309.6,5410.043809,1.0357637447663028,0.10963257458336843,63.974213591804414,2025-09-23 09:06:59.782208,WP PMA 80467,No failure
1525,38.5,113.0,297.9,309.0,5281.510276,4.684710973828895,0.02413127230994838,59.99189941260588,2025-09-23 09:09:07.782208,WP PMA 80271,No failure
1589,36.0,190.0,299.7,310.8,5467.419364,24.81802571081649,1.7230158856927384,92.27456179038798,2025-09-23 09:24:52.782208,WP PMA 80271,drive delay
1485,40.5,188.0,300.2,310.1,5503.117489,44.27777270700361,1.00731822680138,85.07467411154907,2025-09-23 09:28:47.782208,WP PMA 80466,door close delay
1633,36.5,24.0,299.7,310.2,5248.712704,2.728889924997589,0.13267743698248294,61.992243169287356,2025-09-23 09:34:57.782208,WP PMA 80466,No failure
1380,53.5,192.0,297.5,308.6,5266.695184,2.150307112228807,0.03281879114268874,55.76215828113702,2025-09-23 09:39:31.782208,WP PMA 80466,No failure
1420,49.1,42.0,303.5,312.7,5270.76,3.8722199239336423,0.14370766172761798,57.6055358365373,2025-09-23 09:40:47.782208,WP PMA 80467,No failure
1450,45.0,183.0,300.8,312.0,5242.484025,1.8423085793177192,0.19794628117506416,59.967274478147466,2025-09-23 09:41:45.782208,WP PMA 80467,No failure
1433,44.2,68.0,298.2,310.0,5327.394121,3.360535178527264,0.03428472311140871,60.82623702833947,2025-09-23 09:43:54.782208,WP PMA 80271,No failure
1441,42.9,148.0,300.1,309.2,5328.562009,2.53490199982212,0.1739752027609334,59.41281701398678,2025-09-23 09:51:38.782208,WP PMA 80466,No failure
1398,55.4,217.0,299.1,309.8,5468.6025,1.2114771127943742,0.1314673916099337,57.02520958377157,2025-09-23 09:55:55.782208,WP PMA 80271,No failure
1364,55.6,163.0,297.2,308.5,5347.558129,36.461385699506096,1.9983719108979061,90.26570522546112,2025-09-23 09:59:00.782208,WP PMA 80467,door open delay
1423,49.5,200.0,298.7,309.1,5462.540281,44.33656037912953,1.588388563096027,90.18336290840858,2025-09-23 10:11:10.782208,WP PMA 80271,door open delay
1480,40.9,28.0,300.9,311.9,5491.402816,1.8514632571156964,0.026914778778658797,64.47009740578824,2025-09-23 10:11:31.782208,WP PMA 80466,No failure
1592,34.4,158.0,297.3,308.7,5271.195609,3.7657128338700656,0.049057725472550995,58.73246085993206,2025-09-23 10:16:25.782208,WP PMA 80466,No failure
1540,44.8,196.0,303.7,312.7,5482.365849,4.448789155361773,0.03891086894204225,62.15449583316399,2025-09-23 10:27:44.782208,WP PMA 80467,No failure
1449,44.5,152.0,302.3,311.7,5434.343524,29.801293682800324,1.9537263165480647,89.17307701084255,2025-09-23 10:53:18.782208,WP PMA 80466,door close delay
1335,53.5,168.0,298.4,309.2,5284.853809,2.9376293628267796,0.19956565336784954,55.260959393736584,2025-09-23 10:55:42.782208,WP PMA 80466,No failure
1680,33.7,185.0,298.1,308.3,5464.462084,40.53621110002542,1.861302562403293,99.0882319471089,2025-09-23 10:57:32.782208,WP PMA 80466,signal delay
1553,40.9,49.0,298.1,310.0,5446.44,39.88486834584302,0.8926006580844067,94.3083083829584,2025-09-23 10:58:27.782208,WP PMA 80271,door close delay
1405,53.8,18.0,299.1,309.0,5391.671184,4.485827812954701,0.04204806293267001,61.62428824855612,2025-09-23 11:31:51.782208,WP PMA 80271,No failure
1557,35.1,60.0,296.6,307.5,5343.463801,3.6860263052610662,0.01616196966717475,58.99232166123477,2025-09-23 11:38:59.782208,WP PMA 80467,No failure
1550,34.9,111.0,301.0,312.3,5241.76,40.43445593905051,1.6685544741278708,90.85306688363391,2025-09-23 12:03:32.782208,WP PMA 80271,door open delay
1661,38.2,82.0,298.1,309.0,5482.513936,35.00952125655859,1.783869388811883,99.12664194372854,2025-09-23 12:10:18.782208,WP PMA 80271,door open delay
1693,30.0,80.0,303.3,312.1,5275.1169,0.2824728096494778,0.08625056079545922,63.78993655798207,2025-09-23 12:16:37.782208,WP PMA 80467,No failure
1510,35.5,155.0,297.5,308.6,5279.4756,0.6374347642971627,0.08823166530948669,63.08178111252316,2025-09-23 12:21:04.782208,WP PMA 80467,No failure
1522,38.0,33.0,297.4,308.6,5418.873769,43.959348730009694,1.0402470399825932,82.86441012075419,2025-09-23 12:28:02.782208,WP PMA 80466,door close delay
1397,48.2,63.0,298.1,309.4,5348.874496,4.049733084367807,0.08392066152897683,63.46946919360681,2025-09-23 12:33:41.782208,WP PMA 80271,No failure
1425,52.7,154.0,299.1,310.2,5466.532096,1.5173129495246895,0.19465304419680882,56.43898450212575,2025-09-23 12:34:33.782208,WP PMA 80467,No failure
1528,46.3,203.0,296.7,308.1,5331.628324,27.188963976400803,1.6875662775840243,86.29292509365149,2025-09-23 12:39:15.782208,WP PMA 80271,signal delay
1639,34.6,24.0,300.4,311.3,5245.960041,1.7853157935939263,0.14976903623476884,61.62432412668446,2025-09-23 12:40:49.782208,WP PMA 80467,No failure
1489,40.6,89.0,298.2,309.0,5259.875625,26.47058142682505,1.4778885915777045,89.33932847526452,2025-09-23 12:47:13.782208,WP PMA 80467,door open delay
1466,49.0,66.0,302.2,311.7,5508.459961,46.56475728244531,1.788039593172544,96.4904334654153,2025-09-23 12:50:58.782208,WP PMA 80466,signal delay
1585,33.5,212.0,297.9,308.1,5464.018561,3.592553650633111,0.10026805576541332,57.37748561621716,2025-09-23 13:17:52.782208,WP PMA 80466,No failure
1384,54.4,44.0,298.5,308.6,5462.244649,3.6573684398603428,0.13152819662463122,55.21999410537915,2025-09-23 13:20:28.782208,WP PMA 80271,No failure
1534,33.2,75.0,298.3,308.2,5462.096836,38.38206123061534,1.8642989668196104,93.6352359612934,2025-09-23 13:21:54.782208,WP PMA 80271,door close delay
1375,46.4,48.0,298.7,308.5,5373.476416,26.69484987609539,0.88461271440945,80.9906377364198,2025-09-23 13:31:48.782208,WP PMA 80466,door close delay
1497,38.4,28.0,302.1,311.3,5435.670529,26.28941107100395,1.7209206689441916,99.77365236649493,2025-09-23 13:38:39.782208,WP PMA 80271,door close delay
1625,41.2,109.0,299.9,309.8,5250.161764,3.1441120207073987,0.10808753957051943,60.477426582961954,2025-09-23 13:42:02.782208,WP PMA 80467,No failure
1440,45.4,177.0,301.4,310.9,5265.534096,2.426661891126075,0.13499023337823715,57.375833170493095,2025-09-23 14:01:07.782208,WP PMA 80466,No failure
1892,21.8,177.0,301.9,310.5,5450.425929,43.654580946114876,0.9529393734897191,97.87179433207908,2025-09-23 14:12:38.782208,WP PMA 80271,door close delay
1541,35.7,169.0,297.2,307.9,5474.668081,3.0085406433295967,0.13241724939837254,56.40670963677513,2025-09-23 14:16:48.782208,WP PMA 80467,No failure
1487,39.8,50.0,300.7,311.3,5506.382025,1.2539742206924118,0.1639884051264401,58.99567095776743,2025-09-23 14:32:34.782208,WP PMA 80466,No failure
1369,54.5,82.0,298.2,307.6,5393.580481,38.50290665050511,1.2820817618376699,95.37527025830784,2025-09-23 14:33:00.782208,WP PMA 80466,signal delay
1541,33.7,165.0,297.6,309.7,5325.642529,42.66027321379279,0.5957421488515693,81.39217013180169,2025-09-23 14:41:23.782208,WP PMA 80466,door close delay
1680,33.7,185.0,298.1,308.3,5464.462084,40.53621110002542,1.861302562403293,99.0882319471089,2025-09-23 14:41:45.782208,WP PMA 80467,signal delay
1634,31.2,182.0,301.0,311.0,5261.761444,2.778080392081563,0.05880522620827281,64.07261554559572,2025-09-23 14:50:03.782208,WP PMA 80271,No failure
1988,21.4,41.0,298.2,308.2,5312.806321,2.137980905593761,0.08257215283086629,62.65772937530101,2025-09-23 15:01:26.782208,WP PMA 80271,No failure
1453,43.2,153.0,299.8,309.5,5396.665444,1.7228839130015718,0.16717472784850654,57.91121462920732,2025-09-23 15:07:14.782208,WP PMA 80271,No failure
2157,17.8,17.0,302.0,310.7,5282.963856,26.262641810156918,1.6362138319307393,90.81689443895104,2025-09-23 15:08:40.782208,WP PMA 80466,signal delay
1671,31.6,137.0,301.7,310.8,5316.888889,29.42162169453939,1.7513437119216573,96.732082886829,2025-09-23 15:12:06.782208,WP PMA 80467,door open delay
1465,46.0,89.0,300.5,309.3,5321.848401,3.486790902337729,0.0597596636111604,62.416094592834455,2025-09-23 15:26:02.782208,WP PMA 80271,No failure
1675,29.8,72.0,297.5,309.3,5324.474961,1.43625998897851,0.0766397067948573,61.19241053353128,2025-09-23 15:53:39.782208,WP PMA 80467,No failure
1523,40.9,141.0,299.3,310.8,5467.715136,32.60338432946594,1.4731501023736493,97.8371124133434,2025-09-23 15:57:44.782208,WP PMA 80271,door open delay
1546,35.6,93.0,299.8,309.1,5370.544656,0.6656779229700531,0.06798782314787022,55.92325899996209,2025-09-23 16:13:12.782208,WP PMA 80467,No failure
1513,43.8,188.0,299.9,309.1,5327.978049,0.2842162992753398,0.10531395686324686,61.23014010498218,2025-09-23 16:55:10.782208,WP PMA 80466,No failure
1423,40.2,63.0,300.9,312.1,5491.254609,26.487242862943063,0.6574029788516131,82.48730646898161,2025-09-23 17:06:08.782208,WP PMA 80467,door open delay
1688,29.4,166.0,297.3,308.6,5263.647601,0.9732446266852982,0.08938592782081256,62.55822212207726,2025-09-23 17:10:30.782208,WP PMA 80271,No failure
